IBGE;NU_IDENTIFICADOR;q40_3;q40_9;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2022;d40_2_Faixas_etarias;d40_9;d40_11;d40_9bin1;d40_9bin2;d40_9bin3;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_10bin5;d40_11bin1;d40_11bin2;d40_11bin3;d40_11bin4;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores;filter_$
353440;3534403311941; Masculino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;25/05/2022;3534401;São Paulo;Região Sudeste;Osasco;666740;666740;0;Grande;64,954;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;1;1;5; ;2; ; ;3;7; ; ; ;7;Selected
353440;3534403311941; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;14/07/2021;3534401;São Paulo;Região Sudeste;Osasco;666740;666740;0;Grande;64,954;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;1;1;5; ;2; ; ;3;7; ; ; ;7;Selected
353650;3536503312005; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/11/2010;3536505;São Paulo;Região Sudeste;Paulínia;82146;82070;76;Médio;138,777;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;1; ;3;1;1; ; ;1;4; ; ; ;4;Selected
353650;3536503312005; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;10/10/2016;3536505;São Paulo;Região Sudeste;Paulínia;82146;82070;76;Médio;138,777;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ;1; ;3;1;1; ; ;1;4; ; ; ;4;Selected
353650;3536503312005; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;18/07/2022;3536505;São Paulo;Região Sudeste;Paulínia;82146;82070;76;Médio;138,777;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;1; ;3;1;1; ; ;1;4; ; ; ;4;Selected
353660;3536603308329; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;08/10/2018;3536604;São Paulo;Região Sudeste;Paulo de Faria;8589;7750;839;Pequeno I;737,986;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
353660;3536603308329; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/10/2021;3536604;São Paulo;Região Sudeste;Paulo de Faria;8589;7750;839;Pequeno I;737,986;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
353820;3538203308051; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a); De 31 a 40 horas semanais;05/07/2021;3538204;São Paulo;Região Sudeste;Pinhalzinho;13105;6455;6650;Pequeno I;154,53;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1;Selected
353870;3538703305381; Masculino; Superior Completo; Outra formação de nível superior; Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Técnico(a) de nível superior; De 21 a 30 horas semanais;02/03/2022;3538709;São Paulo;Região Sudeste;Piracicaba;364571;356743;7828;Grande;1378,069;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;3; ;1; ; ;1; ; ; ;6;6;Selected
353870;3538703305381; Feminino; Especialização; Psicóloga(o); Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Coordenador(a); De 21 a 30 horas semanais;07/02/2022;3538709;São Paulo;Região Sudeste;Piracicaba;364571;356743;7828;Grande;1378,069;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;3;3; ;1; ; ;1; ; ; ;6;6;Selected
353870;3538703305381; Feminino; Médio Completo; Sem formação profissional; Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Serviços Gerais; De 31 a 40 horas semanais;14/07/2021;3538709;São Paulo;Região Sudeste;Piracicaba;364571;356743;7828;Grande;1378,069;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;3; ;1; ; ;1; ; ; ;6;6;Selected
353870;3538703305381; Feminino; Superior Completo; Assistente Social; Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Técnico(a) de nível superior; De 21 a 30 horas semanais;30/06/2022;3538709;São Paulo;Região Sudeste;Piracicaba;364571;356743;7828;Grande;1378,069;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;3; ;1; ; ;1; ; ; ;6;6;Selected
353870;3538703305381; Feminino; Superior Incompleto; Profissional de nível médio; Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Educador(a) Social; De 31 a 40 horas semanais;08/06/2021;3538709;São Paulo;Região Sudeste;Piracicaba;364571;356743;7828;Grande;1378,069;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;3; ;1; ; ;1; ; ; ;6;6;Selected
353870;3538703305381; Feminino; Médio Completo; Profissional de nível médio; Trabalhador(a) de Empresa/Cooperativa/Entidade prestadora de serviços; Apoio Administrativo; De 31 a 40 horas semanais;15/02/2022;3538709;São Paulo;Região Sudeste;Piracicaba;364571;356743;7828;Grande;1378,069;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;3; ;1; ; ;1; ; ; ;6;6;Selected
353990;3539903310013; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Coordenador(a); Até 10 horas semanais;07/06/2022;3539905;São Paulo;Região Sudeste;Poloni;5395;4802;593;Pequeno I;135,12;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;1; ; ; ; ;1; ; ; ;1;1;Selected
354100;3541003313905; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;23/06/2008;3541000;São Paulo;Região Sudeste;Praia Grande;262051;262051;0;Grande;149,253;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
354100;3541003313905; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;08/09/2022;3541000;São Paulo;Região Sudeste;Praia Grande;262051;262051;0;Grande;149,253;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2;Selected
354120;3541203309787; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a); De 21 a 30 horas semanais;02/01/2017;3541208;São Paulo;Região Sudeste;Presidente Bernardes;13570;10500;3070;Pequeno I;749,233;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3;Selected
354120;3541203309787; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;08/08/2022;3541208;São Paulo;Região Sudeste;Presidente Bernardes;13570;10500;3070;Pequeno I;749,233;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3;Selected
354120;3541203309787; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;08/08/2022;3541208;São Paulo;Região Sudeste;Presidente Bernardes;13570;10500;3070;Pequeno I;749,233;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3;Selected
354140;3541403308402; Feminino; Superior Completo; Socióloga(o); Empregada(o) Privada(o) (CLT); Cuidador(a); De 11 a 20 horas semanais;15/04/2019;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;03/02/2000;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Médio Completo; Profissional de nível médio; Empregada(o) Privada(o) (CLT); Motorista; De 41 a 44 horas semanais;24/06/2019;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Masculino; Médio Completo; Profissional de nível médio; Empregada(o) Privada(o) (CLT); Motorista; De 11 a 20 horas semanais;25/01/2012;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Coordenador(a); De 41 a 44 horas semanais;30/01/2017;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;11/08/2014;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Médio Completo; Profissional de nível médio; Empregada(o) Privada(o) (CLT); Cuidador(a); De 11 a 20 horas semanais;01/12/2009;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Especialização; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;14/03/2022;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Superior Completo; Pedagoga(o); Empregada(o) Privada(o) (CLT); Cuidador(a); De 11 a 20 horas semanais;15/04/2019;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Cuidador(a); De 11 a 20 horas semanais;12/08/2021;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Médio Completo; Sem formação profissional; Empregada(o) Privada(o) (CLT); Serviços Gerais; De 41 a 44 horas semanais;30/01/2017;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Superior Completo; Outra formação de nível superior; Empregada(o) Privada(o) (CLT); Outros; De 11 a 20 horas semanais;04/06/2005;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Cuidador(a); De 11 a 20 horas semanais;12/08/2021;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Médio Completo; Profissional de nível médio; Empregada(o) Privada(o) (CLT); Apoio Administrativo; De 41 a 44 horas semanais;01/08/2013;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354140;3541403308402; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 11 a 20 horas semanais;17/06/2019;3541406;São Paulo;Região Sudeste;Presidente Prudente;207610;203375;4235;Grande;560,637;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;10;1;4; ; ;3; ; ; ;15;15;Selected
354200;3542003307945; Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/04/2021;3542008;São Paulo;Região Sudeste;Quintana;6004;5494;510;Pequeno I;318,937;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;2; ;1; ; ;1; ; ;2; ;2;Selected
354200;3542003307945; Feminino; Superior Completo; Psicóloga(o); Comissionada(o); Coordenador(a); De 21 a 30 horas semanais;01/07/2021;3542008;São Paulo;Região Sudeste;Quintana;6004;5494;510;Pequeno I;318,937;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;2; ;1; ; ;1; ; ;2; ;2;Selected
354240;3542403313109; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 31 a 40 horas semanais;07/11/2020;3542404;São Paulo;Região Sudeste;Regente Feijó;18494;17049;1445;Pequeno I;263,28;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
354240;3542403313109; Feminino; Superior Completo; Psicóloga(o); Outro vínculo não permanente; Técnico(a) de nível superior; De 31 a 40 horas semanais;22/06/2018;3542404;São Paulo;Região Sudeste;Regente Feijó;18494;17049;1445;Pequeno I;263,28;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
354340;3543403306148; Feminino; Fundamental Completo; Sem formação profissional; Empregada(o) Privada(o) (CLT); Serviços Gerais; De 41 a 44 horas semanais;01/02/2018;3543402;São Paulo;Região Sudeste;Ribeirão Preto;604682;602966;1716;Grande;650,916;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;3; ;2; ; ; ; ; ; ;5;5;Selected
354340;3543403306148; Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Temporária(o); Cuidador(a); Até 10 horas semanais;22/06/2022;3543402;São Paulo;Região Sudeste;Ribeirão Preto;604682;602966;1716;Grande;650,916;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;3; ;2; ; ; ; ; ; ;5;5;Selected
354340;3543403306148; Feminino; Superior Completo; Outra formação de nível superior; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;15/03/2022;3543402;São Paulo;Região Sudeste;Ribeirão Preto;604682;602966;1716;Grande;650,916;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;3; ;2; ; ; ; ; ; ;5;5;Selected
354340;3543403306148; Feminino; Superior Completo; Assistente Social; Sem Vínculo; Técnico(a) de nível superior; De 21 a 30 horas semanais;16/01/2022;3543402;São Paulo;Região Sudeste;Ribeirão Preto;604682;602966;1716;Grande;650,916;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;3; ;2; ; ; ; ; ; ;5;5;Selected
354340;3543403306148; Feminino; Especialização; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/01/2015;3543402;São Paulo;Região Sudeste;Ribeirão Preto;604682;602966;1716;Grande;650,916;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;3; ;2; ; ; ; ; ; ;5;5;Selected
